Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,treatment
SRR13194469,RNA-Seq,301,18594366653,PRJNA682434,SAMN16989562,6861519195,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9628651,GSM4955764,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955764,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194470,RNA-Seq,301,21423257524,PRJNA682434,SAMN16989562,7905908453,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9628651,GSM4955764,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955764,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194471,RNA-Seq,301,23659337821,PRJNA682434,SAMN16989561,8706775335,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX9628652,GSM4955765,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955765,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194472,RNA-Seq,301,10038109893,PRJNA682434,SAMN16989561,3712120792,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX9628652,GSM4955765,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955765,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194473,RNA-Seq,301,15311335406,PRJNA682434,SAMN16989561,5637272846,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX9628652,GSM4955765,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955765,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194474,RNA-Seq,301,24641406731,PRJNA682434,SAMN16989561,9098067682,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9628652,GSM4955765,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955765,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194475,RNA-Seq,301,13596415591,PRJNA682434,SAMN16989559,5013122992,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9628653,GSM4955766,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955766,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194476,RNA-Seq,301,21991863006,PRJNA682434,SAMN16989559,8091530043,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX9628653,GSM4955766,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955766,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194477,RNA-Seq,301,23006495681,PRJNA682434,SAMN16989559,8466687688,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9628653,GSM4955766,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955766,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194478,RNA-Seq,301,21338238335,PRJNA682434,SAMN16989559,8158742084,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9628653,GSM4955766,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955766,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194479,RNA-Seq,301,26891637698,PRJNA682434,SAMN16989558,9897293916,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9628654,GSM4955767,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955767,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194480,RNA-Seq,301,23430855209,PRJNA682434,SAMN16989558,8634556161,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9628654,GSM4955767,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955767,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194481,RNA-Seq,301,388668850,PRJNA682434,SAMN16989558,144605035,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9628654,GSM4955767,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955767,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194482,RNA-Seq,301,28278633319,PRJNA682434,SAMN16989558,10402526598,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX9628654,GSM4955767,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955767,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194483,RNA-Seq,301,27804575048,PRJNA682434,SAMN16989557,10251276744,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9628655,GSM4955768,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955768,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194484,RNA-Seq,301,19340839582,PRJNA682434,SAMN16989557,7109458051,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX9628655,GSM4955768,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955768,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194485,RNA-Seq,301,23324173746,PRJNA682434,SAMN16989557,8606035473,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX9628655,GSM4955768,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955768,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194486,RNA-Seq,301,17113117848,PRJNA682434,SAMN16989557,6298851494,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX9628655,GSM4955768,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955768,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13917410,RNA-Seq,121,1043373320,PRJNA682434,SAMN18234042,315630726,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX10297049,GSM5149277,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149277,PBMCs,SRP295709,flu-infected
SRR13917411,RNA-Seq,121,1079791174,PRJNA682434,SAMN18234041,330857289,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX10297050,GSM5149278,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149278,PBMCs,SRP295709,mock
SRR13917412,RNA-Seq,121,925457489,PRJNA682434,SAMN18234040,283618564,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX10297051,GSM5149279,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149279,PBMCs,SRP295709,flu-infected
SRR13917413,RNA-Seq,121,473417461,PRJNA682434,SAMN18234039,144780323,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX10297052,GSM5149280,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149280,PBMCs,SRP295709,mock
SRR13917414,RNA-Seq,121,631511342,PRJNA682434,SAMN18234038,196993438,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX10297053,GSM5149281,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149281,PBMCs,SRP295709,flu-infected
SRR13917415,RNA-Seq,121,773574538,PRJNA682434,SAMN18234037,232877581,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX10297054,GSM5149282,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149282,PBMCs,SRP295709,mock
SRR13917416,RNA-Seq,121,843952978,PRJNA682434,SAMN18234153,261175692,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX10297055,GSM5149283,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149283,PBMCs,SRP295709,flu-infected
SRR13917417,RNA-Seq,121,185481021,PRJNA682434,SAMN18234152,55879767,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX10297056,GSM5149284,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149284,PBMCs,SRP295709,mock
SRR13917418,RNA-Seq,121,595689534,PRJNA682434,SAMN18234147,189731435,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX10297057,GSM5149285,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149285,PBMCs,SRP295709,flu-infected
SRR13917419,RNA-Seq,121,263949037,PRJNA682434,SAMN18234151,80835429,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX10297058,GSM5149286,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149286,PBMCs,SRP295709,mock
SRR13917420,RNA-Seq,121,602146820,PRJNA682434,SAMN18234150,180311983,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX10297059,GSM5149287,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149287,PBMCs,SRP295709,flu-infected
SRR13917421,RNA-Seq,121,927710388,PRJNA682434,SAMN18234149,278689483,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX10297060,GSM5149288,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149288,PBMCs,SRP295709,mock
SRR13917422,RNA-Seq,121,523678804,PRJNA682434,SAMN18234148,157164781,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX10297061,GSM5149289,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149289,PBMCs,SRP295709,flu-infected
SRR13917423,RNA-Seq,121,552533190,PRJNA682434,SAMN18233991,166371838,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX10297062,GSM5149290,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149290,PBMCs,SRP295709,mock
SRR13917424,RNA-Seq,121,1123113288,PRJNA682434,SAMN18233990,341822925,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX10297063,GSM5149291,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149291,PBMCs,SRP295709,flu-infected
SRR13917425,RNA-Seq,121,374715341,PRJNA682434,SAMN18233989,113535315,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX10297064,GSM5149292,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149292,PBMCs,SRP295709,mock
SRR13917426,RNA-Seq,121,849477475,PRJNA682434,SAMN18233467,259132550,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX10297083,GSM5149421,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149421,PBMCs,SRP295709,flu-infected
SRR13917427,RNA-Seq,121,874038418,PRJNA682434,SAMN18233466,261221743,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX10297084,GSM5149422,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149422,PBMCs,SRP295709,mock
SRR13917428,RNA-Seq,121,822750269,PRJNA682434,SAMN18233465,245846075,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX10297085,GSM5149423,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149423,PBMCs,SRP295709,flu-infected
SRR13917429,RNA-Seq,121,1352448702,PRJNA682434,SAMN18233464,403183925,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX10297086,GSM5149424,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149424,PBMCs,SRP295709,mock
SRR13917430,RNA-Seq,121,779742029,PRJNA682434,SAMN18233463,232808546,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX10297087,GSM5149425,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149425,PBMCs,SRP295709,flu-infected
SRR13917431,RNA-Seq,121,1191433276,PRJNA682434,SAMN18233462,359510310,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX10297088,GSM5149426,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149426,PBMCs,SRP295709,mock
SRR13917432,RNA-Seq,121,531753739,PRJNA682434,SAMN18233461,163787071,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX10297089,GSM5149427,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149427,PBMCs,SRP295709,flu-infected
SRR13917433,RNA-Seq,121,212267033,PRJNA682434,SAMN18233460,65266138,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX10297090,GSM5149428,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149428,PBMCs,SRP295709,mock
SRR13917434,RNA-Seq,121,996688374,PRJNA682434,SAMN18233459,301883827,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX10297091,GSM5149429,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149429,PBMCs,SRP295709,flu-infected
SRR13917435,RNA-Seq,121,1146650692,PRJNA682434,SAMN18233458,355076945,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX10297092,GSM5149430,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149430,PBMCs,SRP295709,mock
SRR13917436,RNA-Seq,121,1017148022,PRJNA682434,SAMN18233457,305016477,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX10297093,GSM5149431,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149431,PBMCs,SRP295709,flu-infected
SRR13917437,RNA-Seq,121,758148369,PRJNA682434,SAMN18233456,224996947,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX10297094,GSM5149432,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149432,PBMCs,SRP295709,mock
SRR13917438,RNA-Seq,121,1341567777,PRJNA682434,SAMN18233455,398948852,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX10297095,GSM5149433,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149433,PBMCs,SRP295709,flu-infected
SRR13917439,RNA-Seq,121,390844278,PRJNA682434,SAMN18233454,117624899,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX10297096,GSM5149434,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149434,PBMCs,SRP295709,mock
SRR13917440,RNA-Seq,121,1322211770,PRJNA682434,SAMN18233453,395534372,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX10297097,GSM5149435,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149435,PBMCs,SRP295709,flu-infected
SRR13917441,RNA-Seq,121,742697758,PRJNA682434,SAMN18233452,221014648,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX10297098,GSM5149436,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149436,PBMCs,SRP295709,mock
SRR13917442,RNA-Seq,121,831155534,PRJNA682434,SAMN18233451,252134310,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX10297099,GSM5149437,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149437,PBMCs,SRP295709,flu-infected
SRR13917443,RNA-Seq,121,356719616,PRJNA682434,SAMN18233489,106139465,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX10297100,GSM5149438,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149438,PBMCs,SRP295709,mock
SRR13917444,RNA-Seq,121,655634870,PRJNA682434,SAMN18233488,204228335,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX10297101,GSM5149439,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149439,PBMCs,SRP295709,flu-infected
SRR13917445,RNA-Seq,121,872049420,PRJNA682434,SAMN18233487,260809454,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX10297102,GSM5149440,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149440,PBMCs,SRP295709,mock
SRR13917446,RNA-Seq,121,402420469,PRJNA682434,SAMN18233486,119921616,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX10297103,GSM5149441,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149441,PBMCs,SRP295709,flu-infected
SRR13917447,RNA-Seq,121,498601070,PRJNA682434,SAMN18233485,148934447,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX10297104,GSM5149442,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149442,PBMCs,SRP295709,mock
SRR13917448,RNA-Seq,121,880813087,PRJNA682434,SAMN18234309,264401637,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX10297105,GSM5149443,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149443,PBMCs,SRP295709,flu-infected
SRR13917449,RNA-Seq,121,66180466,PRJNA682434,SAMN18234308,21282461,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX10297106,GSM5149444,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149444,PBMCs,SRP295709,mock
SRR13917450,RNA-Seq,121,523064608,PRJNA682434,SAMN18234307,156410770,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX10297073,GSM5149445,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149445,PBMCs,SRP295709,flu-infected
SRR13917451,RNA-Seq,121,977771718,PRJNA682434,SAMN18234306,291538605,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX10297074,GSM5149446,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149446,PBMCs,SRP295709,mock
SRR13917452,RNA-Seq,121,793476618,PRJNA682434,SAMN18234305,236162983,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX10297075,GSM5149447,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149447,PBMCs,SRP295709,flu-infected
SRR13917453,RNA-Seq,121,149850393,PRJNA682434,SAMN18234304,44823431,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX10297076,GSM5149448,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149448,PBMCs,SRP295709,mock
SRR13917454,RNA-Seq,121,957019371,PRJNA682434,SAMN18234340,290963861,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX10297077,GSM5149449,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149449,PBMCs,SRP295709,flu-infected
SRR13917455,RNA-Seq,121,1081478035,PRJNA682434,SAMN18234339,333558391,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX10297078,GSM5149450,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149450,PBMCs,SRP295709,mock
SRR13917456,RNA-Seq,121,585590148,PRJNA682434,SAMN18234338,175505005,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX10297079,GSM5149451,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5149451,PBMCs,SRP295709,flu-infected
